"date","rainfall_amount"
2011-12-07,5.8
2011-12-08,36
2011-12-09,2.4
2011-12-10,19.4
2011-12-11,1.6
2011-12-12,10
2011-12-13,0
2011-12-14,2
2011-12-15,1.2
2011-12-16,0.2
2011-12-17,0
2011-12-18,0
2011-12-19,0
2011-12-20,0
2011-12-21,0
2011-12-22,3.4
2011-12-23,0.4
2011-12-24,29.6
2011-12-25,1.8
2011-12-26,0
2011-12-27,0
2011-12-28,5.4
2011-12-29,0
2011-12-30,0
2011-12-31,0.2
2012-01-01,2.4
2012-01-02,0
2012-01-03,0
2012-01-04,0
2012-01-05,0
2012-01-06,0
2012-01-07,0
2012-01-08,0
2012-01-09,0
2012-01-10,0
2012-01-11,0
2012-01-12,0
2012-01-13,0
2012-01-14,0
2012-01-15,2.4
2012-01-16,44.4
2012-01-17,34.2
2012-01-18,5.4
2012-01-19,0
2012-01-20,0
2012-01-21,0
2012-01-22,0
2012-01-23,0.6
2012-01-24,31.2
2012-01-25,168.4
2012-01-26,3.8
2012-01-27,8.6
2012-01-28,8.2
2012-01-29,18
2012-01-30,15.8
2012-01-31,0
2012-02-01,0
2012-02-02,0.4
2012-02-03,3.2
2012-02-04,0.2
2012-02-05,0
2012-02-06,0
2012-02-07,0
2012-02-08,0
2012-02-09,32.2
2012-02-10,0
2012-02-11,0
2012-02-12,1.2
2012-02-13,14.8
2012-02-14,1.6
2012-02-15,0
2012-02-16,0
2012-02-17,0
2012-02-18,0
2012-02-19,0
2012-02-20,0
2012-02-21,20
2012-02-22,0.2
2012-02-23,5.2
2012-02-24,10.4
2012-02-25,58.4
2012-02-26,14
2012-02-27,0.4
2012-02-28,0
2012-02-29,0
2012-03-01,0
2012-03-02,0
2012-03-03,0.8
2012-03-04,16.4
2012-03-05,22.2
2012-03-06,7.6
2012-03-07,7.4
2012-03-08,0
2012-03-09,0
2012-03-10,0
2012-03-11,1
2012-03-12,0.2
2012-03-13,0
2012-03-14,4.8
2012-03-15,8.2
2012-03-16,0.6
2012-03-17,0.4
2012-03-18,22.2
2012-03-19,0.2
2012-03-20,4.4
2012-03-21,3.4
2012-03-22,0.2
2012-03-23,16
2012-03-24,0
2012-03-25,0
2012-03-26,0
2012-03-27,0
2012-03-28,0
2012-03-29,0
2012-03-30,0.2
2012-03-31,2
2012-04-01,0.2
2012-04-02,0
2012-04-03,0
2012-04-04,0
2012-04-05,0
2012-04-06,0
2012-04-07,0
2012-04-08,0
2012-04-09,0
2012-04-10,0
2012-04-11,0
2012-04-12,0
2012-04-13,3.4
2012-04-14,2.4
2012-04-15,12.4
2012-04-16,7.6
2012-04-17,7.2
2012-04-18,0
2012-04-19,0.2
2012-04-20,0.2
2012-04-21,0
2012-04-22,0.2
2012-04-23,0
2012-04-24,0
2012-04-25,0.2
2012-04-26,0
2012-04-27,0.2
2012-04-28,38.4
2012-04-29,76.4
2012-04-30,0
2012-05-01,0
2012-05-02,4.2
2012-05-03,0
2012-05-04,7.8
2012-05-05,0
2012-05-06,0
2012-05-07,0
2012-05-08,0
2012-05-09,0
2012-05-10,0
2012-05-11,0
2012-05-12,0
2012-05-13,0
2012-05-14,0
2012-05-15,0
2012-05-16,0
2012-05-17,0
2012-05-18,0
2012-05-19,0
2012-05-20,0
2012-05-21,0
2012-05-22,0
2012-05-23,0
2012-05-24,0
2012-05-25,0.4
2012-05-26,10.6
2012-05-27,0.2
2012-05-28,0
2012-05-29,0
2012-05-30,0
2012-05-31,13.2
2012-06-01,6
2012-06-02,13
2012-06-03,26.4
2012-06-04,0.2
2012-06-05,0
2012-06-06,0
2012-06-07,0
2012-06-08,0
2012-06-09,0
2012-06-10,7
2012-06-11,5.2
2012-06-12,1.6
2012-06-13,0.4
2012-06-14,0.2
2012-06-15,0
2012-06-16,0
2012-06-17,0
2012-06-18,0
2012-06-19,0
2012-06-20,0
2012-06-21,0
2012-06-22,0
2012-06-23,0
2012-06-24,0
2012-06-25,0.2
2012-06-26,0
2012-06-27,27.2
2012-06-28,21.4
2012-06-29,13.2
2012-06-30,0
2012-07-01,0
2012-07-02,0
2012-07-03,0
2012-07-04,0
2012-07-05,0
2012-07-06,0
2012-07-07,0
2012-07-08,0
2012-07-09,0
2012-07-10,4.2
2012-07-11,4.4
2012-07-12,0.6
2012-07-13,19.2
2012-07-14,12
2012-07-15,0.4
2012-07-16,0.2
2012-07-17,2
2012-07-18,0.6
2012-07-19,7.4
2012-07-20,0.2
2012-07-21,0
2012-07-22,0
2012-07-23,0
2012-07-24,0
2012-07-25,0
2012-07-26,0
2012-07-27,0
2012-07-28,0
2012-07-29,0
2012-07-30,0
2012-07-31,0
2012-08-01,0
2012-08-02,0
2012-08-03,0
2012-08-04,0
2012-08-05,0
2012-08-06,0
2012-08-07,0
2012-08-08,0
2012-08-09,0
2012-08-10,0
2012-08-11,0
2012-08-12,0
2012-08-13,0
2012-08-14,0
2012-08-15,0
2012-08-16,0
2012-08-17,0
2012-08-18,0
2012-08-19,0
2012-08-20,0
2012-08-21,0
2012-08-22,0
2012-08-23,0
2012-08-24,0
2012-08-25,0
2012-08-26,0
2012-08-27,0
2012-08-28,0
2012-08-29,0
2012-08-30,0
2012-08-31,0.2
2012-09-01,0
2012-09-02,0
2012-09-03,0
2012-09-04,0
2012-09-05,0
2012-09-06,0
2012-09-07,0
2012-09-08,0
2012-09-09,0
2012-09-10,0
2012-09-11,0
2012-09-12,0
2012-09-13,0
2012-09-14,0
2012-09-15,0
2012-09-16,0
2012-09-17,0
2012-09-18,0.2
2012-09-19,1.2
2012-09-20,0.2
2012-09-21,0
2012-09-22,0.2
2012-09-23,0
2012-09-24,0
2012-09-25,0.6
2012-09-26,0
2012-09-27,0
2012-09-28,0
2012-09-29,0
2012-09-30,3.2
2012-10-01,0.6
2012-10-02,0
2012-10-03,0
2012-10-04,0
2012-10-05,0
2012-10-06,0
2012-10-07,0
2012-10-08,0
2012-10-09,0
2012-10-10,0
2012-10-11,0.6
2012-10-12,11.6
2012-10-13,0
2012-10-14,0
2012-10-15,0
2012-10-16,0
2012-10-17,0
2012-10-18,0
2012-10-19,0.4
2012-10-20,0
2012-10-21,0
2012-10-22,0
2012-10-23,0
2012-10-24,0
2012-10-25,0
2012-10-26,0
2012-10-27,0
2012-10-28,8.2
2012-10-29,0
2012-10-30,0
2012-10-31,0
2012-11-01,0.4
2012-11-02,0
2012-11-03,0
2012-11-04,0.6
2012-11-05,0.2
2012-11-06,0
2012-11-07,0
2012-11-08,0
2012-11-09,0
2012-11-10,8
2012-11-11,22
2012-11-12,0
2012-11-13,0
2012-11-14,0
2012-11-15,0
2012-11-16,0
2012-11-17,0
2012-11-18,64
2012-11-19,16.6
2012-11-20,0
2012-11-21,0
2012-11-22,0
2012-11-23,0
2012-11-24,0
2012-11-25,0
2012-11-26,0
2012-11-27,0
2012-11-28,0
2012-11-29,5
2012-11-30,0
2012-12-01,0
2012-12-02,0
2012-12-03,0
2012-12-04,0
2012-12-05,0
2012-12-06,0
2012-12-07,0
2012-12-08,0.6
2012-12-09,0
2012-12-10,0.6
2012-12-11,5.4
2012-12-12,0
2012-12-13,0
2012-12-14,0
2012-12-15,0
2012-12-16,0
2012-12-17,0
2012-12-18,0
2012-12-19,1
2012-12-20,0
2012-12-21,0
2012-12-22,0.8
2012-12-23,0
2012-12-24,18
2012-12-25,0.2
2012-12-26,22
2012-12-27,0.2
2012-12-28,0
2012-12-29,2
2012-12-30,0
2012-12-31,0
2013-01-01,0
2013-01-02,0
2013-01-03,0
2013-01-04,0
2013-01-05,0
2013-01-06,2
2013-01-07,0.2
2013-01-08,0
2013-01-09,0
2013-01-10,0
2013-01-11,0
2013-01-12,0
2013-01-13,0
2013-01-14,0
2013-01-15,0
2013-01-16,0
2013-01-17,0
2013-01-18,0
2013-01-19,0
2013-01-20,1.2
2013-01-21,1.2
2013-01-22,3.4
2013-01-23,0.4
2013-01-24,0
2013-01-25,21.6
2013-01-26,39.2
2013-01-27,54.6
2013-01-28,145
2013-01-29,2.2
2013-01-30,0
2013-01-31,10.6
2013-02-01,1
2013-02-02,2.2
2013-02-03,0
2013-02-04,0
2013-02-05,0
2013-02-06,5.4
2013-02-07,0
2013-02-08,7.8
2013-02-09,0.6
2013-02-10,0
2013-02-11,0
2013-02-12,0
2013-02-13,1.2
2013-02-14,1.6
2013-02-15,0
2013-02-16,13
2013-02-17,1
2013-02-18,2.8
2013-02-19,45
2013-02-20,3.4
2013-02-21,0.2
2013-02-22,2.2
2013-02-23,0.4
2013-02-24,0.2
2013-02-25,45.2
2013-02-26,93.4
2013-02-27,15.6
2013-02-28,8.4
2013-03-01,0
2013-03-02,14.8
2013-03-03,91.6
2013-03-04,11.8
2013-03-05,4.6
2013-03-06,2.2
2013-03-07,7.2
2013-03-08,1.8
2013-03-09,5
2013-03-10,3.2
2013-03-11,0.8
2013-03-12,0.2
2013-03-13,1.4
2013-03-14,0
2013-03-15,0
2013-03-16,0
2013-03-17,0
2013-03-18,0
2013-03-19,0
2013-03-20,0
2013-03-21,5
2013-03-22,0.4
2013-03-23,0
2013-03-24,0
2013-03-25,21.2
2013-03-26,0
2013-03-27,0.4
2013-03-28,0.6
2013-03-29,0.2
2013-03-30,0
2013-03-31,0
2013-04-01,24.2
2013-04-02,0
2013-04-03,0
2013-04-04,2.4
2013-04-05,6
2013-04-06,2
2013-04-07,0.2
2013-04-08,1.4
2013-04-09,0.4
2013-04-10,0.4
2013-04-11,0.4
2013-04-12,0.2
2013-04-13,36.6
2013-04-14,17.4
2013-04-15,0
2013-04-16,0
2013-04-17,6
2013-04-18,7
2013-04-19,0
2013-04-20,0
2013-04-21,0
2013-04-22,0
2013-04-23,0
2013-04-24,0
2013-04-25,0
2013-04-26,0
2013-04-27,0
2013-04-28,0
2013-04-29,0
2013-04-30,0
2013-05-01,0
2013-05-02,0
2013-05-03,0
2013-05-04,0
2013-05-05,0
2013-05-06,0
2013-05-07,0
2013-05-08,0
2013-05-09,0
2013-05-10,1.2
2013-05-11,0.8
2013-05-12,4.6
2013-05-13,4.2
2013-05-14,1.8
2013-05-15,1.2
2013-05-16,0
2013-05-17,0
2013-05-18,0
2013-05-19,0
2013-05-20,0
2013-05-21,0
2013-05-22,0
2013-05-23,5
2013-05-24,0
2013-05-25,1
2013-05-26,0
2013-05-27,0
2013-05-28,1.6
2013-05-29,4.4
2013-05-30,0.8
2013-05-31,17.4
2013-06-01,2.6
2013-06-02,0
2013-06-03,1.4
2013-06-04,0
2013-06-05,0
2013-06-06,0
2013-06-07,0
2013-06-08,0
2013-06-09,6
2013-06-10,3
2013-06-11,29.2
2013-06-12,0.2
2013-06-13,2.4
2013-06-14,0
2013-06-15,0
2013-06-16,0
2013-06-17,0
2013-06-18,0
2013-06-19,0
2013-06-20,0
2013-06-21,2.6
2013-06-22,6
2013-06-23,0
2013-06-24,0
2013-06-25,0
2013-06-26,0
2013-06-27,0
2013-06-28,1.8
2013-06-29,1.8
2013-06-30,2.4
2013-07-01,8.8
2013-07-02,15.4
2013-07-03,0
2013-07-04,0.4
2013-07-05,0
2013-07-06,0
2013-07-07,0
2013-07-08,0
2013-07-09,0
2013-07-10,1.6
2013-07-11,0.6
2013-07-12,0.2
2013-07-13,0
2013-07-14,1.6
2013-07-15,0.2
2013-07-16,0
2013-07-17,0.2
2013-07-18,0.4
2013-07-19,1.6
2013-07-20,2.8
2013-07-21,0.2
2013-07-22,0.2
2013-07-23,3
2013-07-24,0
2013-07-25,0
2013-07-26,0
2013-07-27,0
2013-07-28,0
2013-07-29,1
2013-07-30,0.2
2013-07-31,0.6
2013-08-01,0
2013-08-02,0
2013-08-03,0
2013-08-04,0
2013-08-05,0
2013-08-06,0
2013-08-07,0
2013-08-08,0
2013-08-09,0
2013-08-10,0
2013-08-11,0
2013-08-12,0
2013-08-13,0
2013-08-14,0
2013-08-15,0.2
2013-08-16,0
2013-08-17,0
2013-08-18,0
2013-08-19,0
2013-08-20,0
2013-08-21,0
2013-08-22,0
2013-08-23,0
2013-08-24,0
2013-08-25,0
2013-08-26,0
2013-08-27,0
2013-08-28,0
2013-08-29,0
2013-08-30,0
2013-08-31,0
2013-09-01,0
2013-09-02,0
2013-09-03,0
2013-09-04,0.4
2013-09-05,0
2013-09-06,0
2013-09-07,0
2013-09-08,0
2013-09-09,0
2013-09-10,0
2013-09-11,0
2013-09-12,0
2013-09-13,0
2013-09-14,0.2
2013-09-15,0
2013-09-16,0
2013-09-17,11.8
2013-09-18,0.2
2013-09-19,0
2013-09-20,0
2013-09-21,0
2013-09-22,0
2013-09-23,0
2013-09-24,0
2013-09-25,0
2013-09-26,0
2013-09-27,0
2013-09-28,0.2
2013-09-29,0.4
2013-09-30,0
2013-10-01,0
2013-10-02,1.2
2013-10-03,0
2013-10-04,0
2013-10-05,0
2013-10-06,0
2013-10-07,0
2013-10-08,0
2013-10-09,0
2013-10-10,0
2013-10-11,0
2013-10-12,0
2013-10-13,0
2013-10-14,0
2013-10-15,0
2013-10-16,0
2013-10-17,0
2013-10-18,0
2013-10-19,12.2
2013-10-20,0
2013-10-21,0
2013-10-22,0
2013-10-23,0
2013-10-24,0
2013-10-25,0.2
2013-10-26,0
2013-10-27,0
2013-10-28,0
2013-10-29,0
2013-10-30,8.8
2013-10-31,0.2
2013-11-01,0
2013-11-02,0
2013-11-03,0
2013-11-04,0
2013-11-05,0
2013-11-06,0
2013-11-07,0
2013-11-08,0
2013-11-09,0
2013-11-10,0
2013-11-11,4
2013-11-12,1.8
2013-11-13,5.8
2013-11-14,12.8
2013-11-15,22.4
2013-11-16,0
2013-11-17,0
2013-11-18,9.2
2013-11-19,5.8
2013-11-20,0
2013-11-21,0
2013-11-22,0
2013-11-23,0.2
2013-11-24,10.6
2013-11-25,8.8
2013-11-26,0
2013-11-27,0
2013-11-28,0
2013-11-29,0
2013-11-30,23.4
2013-12-01,14
2013-12-02,0
2013-12-03,0
2013-12-04,0
2013-12-05,0
2013-12-06,0.8
2013-12-07,0
2013-12-08,0
2013-12-09,0
2013-12-10,0
2013-12-11,0
2013-12-12,2
2013-12-13,0.4
2013-12-14,0.4
2013-12-15,0.2
2013-12-16,0
2013-12-17,0
2013-12-18,0
2013-12-19,0.2
2013-12-20,0
2013-12-21,0
2013-12-22,0
2013-12-23,0
2013-12-24,0
2013-12-25,0
2013-12-26,0
2013-12-27,0
2013-12-28,0
2013-12-29,0
2013-12-30,1.2
2013-12-31,0
2014-01-01,0
2014-01-02,0
2014-01-03,1
2014-01-04,0
2014-01-05,0
2014-01-06,0
2014-01-07,40.2
2014-01-08,0.4
2014-01-09,0.2
2014-01-10,1.4
2014-01-11,0
2014-01-12,0
2014-01-13,0
2014-01-14,0
2014-01-15,0
2014-01-16,0
2014-01-17,0.2
2014-01-18,0
2014-01-19,0
2014-01-20,0
2014-01-21,0
2014-01-22,0
2014-01-23,2.2
2014-01-24,94
2014-01-25,2
2014-01-26,1.2
2014-01-27,0
2014-01-28,0
2014-01-29,0.8
2014-01-30,0.2
2014-01-31,0
2014-02-01,0
2014-02-02,0
2014-02-03,1.6
2014-02-04,0.6
2014-02-05,0
2014-02-06,0.2
2014-02-07,0
2014-02-08,0
2014-02-09,0
2014-02-10,0
2014-02-11,0
2014-02-12,0
2014-02-13,0
2014-02-14,0
2014-02-15,0
2014-02-16,0
2014-02-17,0
2014-02-18,8.4
2014-02-19,0.2
2014-02-20,0
2014-02-21,0
2014-02-22,2.2
2014-02-23,0
2014-02-24,1.2
2014-02-25,1.4
2014-02-26,0
2014-02-27,0
2014-02-28,0
2014-03-01,0.6
2014-03-02,0
2014-03-03,1.6
2014-03-04,4.6
2014-03-05,3.4
2014-03-06,0
2014-03-07,0
2014-03-08,0.2
2014-03-09,1.2
2014-03-10,2.2
2014-03-11,4.6
2014-03-12,0.8
2014-03-13,0
2014-03-14,0
2014-03-15,0.6
2014-03-16,0
2014-03-17,4.6
2014-03-18,0.2
2014-03-19,0
2014-03-20,0.6
2014-03-21,0.2
2014-03-22,0.6
2014-03-23,0
2014-03-24,0
2014-03-25,22.4
2014-03-26,21.6
2014-03-27,5.6
2014-03-28,82.6
2014-03-29,3.2
2014-03-30,0.8
2014-03-31,2.2
2014-04-01,0.6
2014-04-02,0
2014-04-03,0
2014-04-04,0
2014-04-05,0
2014-04-06,0
2014-04-07,1.8
2014-04-08,0
2014-04-09,0
2014-04-10,0
2014-04-11,0
2014-04-12,0
2014-04-13,0
2014-04-14,8.8
2014-04-15,0
2014-04-16,0
2014-04-17,0
2014-04-18,0
2014-04-19,0
2014-04-20,0
2014-04-21,0
2014-04-22,0
2014-04-23,0
2014-04-24,0
2014-04-25,0
2014-04-26,0
2014-04-27,0
2014-04-28,2.6
2014-04-29,0.4
2014-04-30,0
2014-05-01,4.6
2014-05-02,1.2
2014-05-03,13.8
2014-05-04,0.2
2014-05-05,0
2014-05-06,0
2014-05-07,0
2014-05-08,0
2014-05-09,0
2014-05-10,0
2014-05-11,0.2
2014-05-12,0
2014-05-13,3.6
2014-05-14,0
2014-05-15,0
2014-05-16,0.4
2014-05-17,1.2
2014-05-18,0.6
2014-05-19,0.2
2014-05-20,0
2014-05-21,0
2014-05-22,1.2
2014-05-23,0
2014-05-24,0.6
2014-05-25,0
2014-05-26,0.2
2014-05-27,0
2014-05-28,0
2014-05-29,0
2014-05-30,0
2014-05-31,0.6
2014-06-01,0.4
2014-06-02,0
2014-06-03,0
2014-06-04,0
2014-06-05,0
2014-06-06,0
2014-06-07,0
2014-06-08,0
2014-06-09,0
2014-06-10,0
2014-06-11,0
2014-06-12,0
2014-06-13,1.4
2014-06-14,0.8
2014-06-15,0.6
2014-06-16,0
2014-06-17,0
2014-06-18,0
2014-06-19,0
2014-06-20,5.8
2014-06-21,0
2014-06-22,5.2
2014-06-23,0.2
2014-06-24,0
2014-06-25,0
2014-06-26,0
2014-06-27,0
2014-06-28,0
2014-06-29,1.6
2014-06-30,0.2
2014-07-01,0
2014-07-02,0
2014-07-03,0
2014-07-04,0
2014-07-05,0.4
2014-07-06,0
2014-07-07,0
2014-07-08,0
2014-07-09,0
2014-07-10,0
2014-07-11,0
2014-07-12,0
2014-07-13,0
2014-07-14,0
2014-07-15,0
2014-07-16,0.8
2014-07-17,2
2014-07-18,0.2
2014-07-19,0
2014-07-20,0
2014-07-21,0
2014-07-22,0
2014-07-23,2.4
2014-07-24,0.2
2014-07-25,0
2014-07-26,0
2014-07-27,8
2014-07-28,0.2
2014-07-29,0
2014-07-30,0
2014-07-31,0
2014-08-01,0
2014-08-02,0
2014-08-03,0
2014-08-04,2
2014-08-05,0.4
2014-08-06,0
2014-08-07,0
2014-08-08,0
2014-08-09,0
2014-08-10,0
2014-08-11,0
2014-08-12,0
2014-08-13,0
2014-08-14,0
2014-08-15,0
2014-08-16,4
2014-08-17,51.6
2014-08-18,0
2014-08-19,0
2014-08-20,0
2014-08-21,0
2014-08-22,3.2
2014-08-23,22.4
2014-08-24,6
2014-08-25,0
2014-08-26,0
2014-08-27,0
2014-08-28,3.6
2014-08-29,0
2014-08-30,0
2014-08-31,0
2014-09-01,0
2014-09-02,0
2014-09-03,0
2014-09-04,0
2014-09-05,0
2014-09-06,0
2014-09-07,0
2014-09-08,3
2014-09-09,0
2014-09-10,0
2014-09-11,0
2014-09-12,0
2014-09-13,0
2014-09-14,0
2014-09-15,0
2014-09-16,0
2014-09-17,0
2014-09-18,0
2014-09-19,0
2014-09-20,0
2014-09-21,0
2014-09-22,0.6
2014-09-23,3
2014-09-24,0.8
2014-09-25,0
2014-09-26,9.8
2014-09-27,0
2014-09-28,10.4
2014-09-29,0
2014-09-30,0
2014-10-01,0
2014-10-02,0
2014-10-03,0
2014-10-04,0
2014-10-05,0
2014-10-06,0
2014-10-07,0
2014-10-08,0
2014-10-09,0
2014-10-10,0
2014-10-11,0
2014-10-12,0
2014-10-13,0
2014-10-14,3.2
2014-10-15,0
2014-10-16,0
2014-10-17,0
2014-10-18,0
2014-10-19,0
2014-10-20,0
2014-10-21,0
2014-10-22,0
2014-10-23,0
2014-10-24,0
2014-10-25,0
2014-10-26,0
2014-10-27,0
2014-10-28,2.6
2014-10-29,0
2014-10-30,0
2014-10-31,0
2014-11-01,0
2014-11-02,0
2014-11-03,0
2014-11-04,0
2014-11-05,0
2014-11-06,0
2014-11-07,9.2
2014-11-08,0
2014-11-09,0
2014-11-10,0
2014-11-11,0
2014-11-12,0
2014-11-13,9.2
2014-11-14,0.2
2014-11-15,0
2014-11-16,0
2014-11-17,0
2014-11-18,2.6
2014-11-19,13.8
2014-11-20,56
2014-11-21,0
2014-11-22,0
2014-11-23,0
2014-11-24,0
2014-11-25,0
2014-11-26,3.6
2014-11-27,3
2014-11-28,43.4
2014-11-29,1
2014-11-30,0
2014-12-01,0
2014-12-02,0
2014-12-03,0.2
2014-12-04,0
2014-12-05,0
2014-12-06,11.6
2014-12-07,1.4
2014-12-08,0
2014-12-09,25.2
2014-12-10,0.6
2014-12-11,0
2014-12-12,27
2014-12-13,3.8
2014-12-14,0
2014-12-15,0
2014-12-16,0
2014-12-17,0
2014-12-18,1.2
2014-12-19,16.8
2014-12-20,0
2014-12-21,0
2014-12-22,0
2014-12-23,0
2014-12-24,0
2014-12-25,0
2014-12-26,0
2014-12-27,7.2
2014-12-28,22.4
2014-12-29,6
2014-12-30,1
2014-12-31,0
2015-01-01,12.2
2015-01-02,0.2
2015-01-03,1.2
2015-01-04,16.8
2015-01-05,0
2015-01-06,21.6
2015-01-07,0
2015-01-08,1.8
2015-01-09,3.6
2015-01-10,0
2015-01-11,0
2015-01-12,14.6
2015-01-13,38.6
2015-01-14,0.2
2015-01-15,0
2015-01-16,0
2015-01-17,0
2015-01-18,0
2015-01-19,0
2015-01-20,35.8
2015-01-21,0.2
2015-01-22,1
2015-01-23,100.4
2015-01-24,65.2
2015-01-25,0
2015-01-26,0
2015-01-27,0
2015-01-28,5.2
2015-01-29,0
2015-01-30,3.8
2015-01-31,0
2015-02-01,17.2
2015-02-02,0
2015-02-03,2.2
2015-02-04,0
2015-02-05,0
2015-02-06,2.8
2015-02-07,0.2
2015-02-08,0.2
2015-02-09,0
2015-02-10,5.2
2015-02-11,12.2
2015-02-12,8.4
2015-02-13,1.6
2015-02-14,0.4
2015-02-15,0.2
2015-02-16,0.4
2015-02-17,0.4
2015-02-18,0.2
2015-02-19,4.6
2015-02-20,54
2015-02-21,89.2
2015-02-22,68.4
2015-02-23,4.4
2015-02-24,0.4
2015-02-25,0
2015-02-26,0.2
2015-02-27,1.8
2015-02-28,0.2
2015-03-01,0
2015-03-02,0
2015-03-03,0
2015-03-04,0
2015-03-05,0
2015-03-06,0
2015-03-07,0
2015-03-08,0
2015-03-09,0
2015-03-10,0
2015-03-11,0
2015-03-12,0
2015-03-13,0
2015-03-14,0
2015-03-15,0
2015-03-16,0
2015-03-17,0
2015-03-18,0
2015-03-19,7.6
2015-03-20,0
2015-03-21,0.2
2015-03-22,68
2015-03-23,81.8
2015-03-24,0
2015-03-25,0
2015-03-26,3.8
2015-03-27,0
2015-03-28,0
2015-03-29,0
2015-03-30,0
2015-03-31,0
2015-04-01,68.2
2015-04-02,8.8
2015-04-03,38.4
2015-04-04,0.4
2015-04-05,1.8
2015-04-06,0
2015-04-07,0
2015-04-08,0
2015-04-09,0
2015-04-10,0
2015-04-11,0
2015-04-12,0
2015-04-13,0
2015-04-14,0
2015-04-15,0
2015-04-16,0.2
2015-04-17,0
2015-04-18,3.4
2015-04-19,0.4
2015-04-20,14.6
2015-04-21,2
2015-04-22,0.2
2015-04-23,0
2015-04-24,0
2015-04-25,0
2015-04-26,0
2015-04-27,0
2015-04-28,0
2015-04-29,0
2015-04-30,7.8
2015-05-01,56.2
2015-05-02,182.6
2015-05-03,0
2015-05-04,0
2015-05-05,0
2015-05-06,0
2015-05-07,0
2015-05-08,0
2015-05-09,0
2015-05-10,0
2015-05-11,0
2015-05-12,0
2015-05-13,0
2015-05-14,0
2015-05-15,0
2015-05-16,0
2015-05-17,1
2015-05-18,6.6
2015-05-19,0.8
2015-05-20,0
2015-05-21,0.2
2015-05-22,1.4
2015-05-23,0
2015-05-24,0
2015-05-25,0
2015-05-26,0
2015-05-27,0
2015-05-28,0
2015-05-29,0
2015-05-30,0
2015-05-31,0
2015-06-01,0
2015-06-02,0
2015-06-03,0
2015-06-04,0
2015-06-05,0
2015-06-06,0
2015-06-07,0
2015-06-08,0.2
2015-06-09,0
2015-06-10,0
2015-06-11,0
2015-06-12,4.6
2015-06-13,1.2
2015-06-14,4.2
2015-06-15,4
2015-06-16,1
2015-06-17,3.4
2015-06-18,2.4
2015-06-19,0
2015-06-20,0
2015-06-21,0
2015-06-22,0
2015-06-23,0
2015-06-24,0
2015-06-25,0
2015-06-26,0.2
2015-06-27,0
2015-06-28,2.4
2015-06-29,7
2015-06-30,4
2015-07-01,0.2
2015-07-02,0
2015-07-03,0
2015-07-04,0
2015-07-05,0
2015-07-06,0
2015-07-07,0
2015-07-08,0
2015-07-09,0
2015-07-10,0.2
2015-07-11,0.4
2015-07-12,0.6
2015-07-13,0.2
2015-07-14,0
2015-07-15,0
2015-07-16,0
2015-07-17,0
2015-07-18,0
2015-07-19,0
2015-07-20,0
2015-07-21,0.2
2015-07-22,2.8
2015-07-23,4.4
2015-07-24,0
2015-07-25,0
2015-07-26,0.2
2015-07-27,0
2015-07-28,0
2015-07-29,0
2015-07-30,0
2015-07-31,0
2015-08-01,0
2015-08-02,0
2015-08-03,0
2015-08-04,0
2015-08-05,0
2015-08-06,0
2015-08-07,0
2015-08-08,0
2015-08-09,0
2015-08-10,0
2015-08-11,0
2015-08-12,0.2
2015-08-13,3.6
2015-08-14,0
2015-08-15,0
2015-08-16,0
2015-08-17,0
2015-08-18,0
2015-08-19,0
2015-08-20,0
2015-08-21,0.4
2015-08-22,2.2
2015-08-23,0
2015-08-24,0
2015-08-25,2.2
2015-08-26,0
2015-08-27,0
2015-08-28,5
2015-08-29,0.2
2015-08-30,13.6
2015-08-31,0.2
2015-09-01,0
2015-09-02,0
2015-09-03,2.4
2015-09-04,0.2
2015-09-05,0
2015-09-06,0
2015-09-07,0
2015-09-08,0
2015-09-09,0
2015-09-10,0
2015-09-11,0
2015-09-12,0
2015-09-13,0
2015-09-14,0
2015-09-15,0
2015-09-16,0
2015-09-17,10.2
2015-09-18,18
2015-09-19,0.6
2015-09-20,0
2015-09-21,1.6
2015-09-22,0
2015-09-23,0
2015-09-24,0.6
2015-09-25,0.2
2015-09-26,0
2015-09-27,0.4
2015-09-28,12.2
2015-09-29,0
2015-09-30,7.8
2015-10-01,0
2015-10-02,0
2015-10-03,0
2015-10-04,0
2015-10-05,0
2015-10-06,0
2015-10-07,0
2015-10-08,0
2015-10-09,5.8
2015-10-10,0.2
2015-10-11,0
2015-10-12,0
2015-10-13,0
2015-10-14,0.2
2015-10-15,4.4
2015-10-16,0
2015-10-17,0
2015-10-18,0
2015-10-19,0
2015-10-20,0
2015-10-21,0
2015-10-22,0
2015-10-23,20.8
2015-10-24,0
2015-10-25,1.2
2015-10-26,0
2015-10-27,4.8
2015-10-28,13.2
2015-10-29,5
2015-10-30,0.2
2015-10-31,0
2015-11-01,0
2015-11-02,0
2015-11-03,0
2015-11-04,11.6
2015-11-05,0
2015-11-06,19
2015-11-07,0
2015-11-08,0.4
2015-11-09,14
2015-11-10,0
2015-11-11,0
2015-11-12,0
2015-11-13,0
2015-11-14,1
2015-11-15,10.6
2015-11-16,0.2
2015-11-17,0.6
2015-11-18,0
2015-11-19,0
2015-11-20,0
2015-11-21,0
2015-11-22,0
2015-11-23,0
2015-11-24,0
2015-11-25,0
2015-11-26,0
2015-11-27,0
2015-11-28,0
2015-11-29,0.2
2015-11-30,16.6
2015-12-01,0
