"V1","V2","V3","V4"
0.991447537321531,9.43739536157909,0,17.9
0.832682332964557,8.76905116112493,7,5.7
1.19076026932016,9.14711858614878,1.6,6.7
0.424904477649886,8.93078022270976,11.4,4.7
0.76928067793159,9.75579866767141,0.6,5.6
0.663753418568604,9.03274143711543,0,8.2
0.29151821683019,9.73521481596218,0,6.2
0.226183098567855,10.4289703824829,0,9.6
1.54440303242474,8.56651480772366,0,8.3
2.00240195911455,9.58406245895235,0,14.2
0.284200601854305,10.2337940815548,0.8,4.9
0.000587656301690664,9.97658532021697,0,7.4
0.219629290090672,9.2978953417871,0,5.3
0.459374691216589,9.98967293475788,1,9.3
0.798291721781817,9.74369864597876,0,13.4
0.466746416280593,9.5383208989126,0.2,10.4
0.0522526598110731,10.2353040885298,1.6,4.8
0.995721159041625,9.53392222684642,2.2,7.9
1.1326677133371,9.60188021503884,0,11.8
0.627083980849561,9.13477776496493,8.8,2.4
1.23264528003608,9.53667325456722,2.2,9.3
0.547600809977181,9.52632824656804,0.4,9.5
0.565630661684711,9.05757906130311,0.4,3.3
0.0920635487137518,9.65813923907549,0,9.4
1.63665364464225,9.72907547959522,0,14.3
1.50934661452574,8.80883347563594,0,12.9
1.7873090055382,8.08537699857091,0.2,9.3
1.32169074034436,8.3668061907837,0,10.4
2.08814364198335,9.20303337036493,6,4.8
0.0458828574985278,9.11112581212671,2.2,4.3
1.47431890111577,7.95950641422438,1.4,8.3
0.699663101056423,8.68720664030628,0,8
0.815856319849617,7.94014544206077,0.8,4.6
0.763436803827052,9.24870809504824,2.2,7.9
0.387784840090021,9.16130181033785,0.2,8.1
0.886103033845264,8.8290150676581,2.4,5.9
2.40301562113723,8.40443549789327,0,10.6
1.16144711044711,8.99590374320919,0,11
0.817732761971586,9.43929329749283,0,10
0.719473854253017,10.2777470305525,0,12.1
0.157178943751922,9.29931020130137,0,7.7
1.8149419876938,8.97463872693685,6.6,5.7
0.777353618688082,8.08751015807412,8.2,2.8
0.841572262499233,9.17300420048856,0.2,6.3
0.997268516622669,8.35205477979461,3.4,4.5
0.919090554837344,9.10360110761886,0.4,7
0.2277879009474,10.5225214691112,0,6.5
-0.0559342226313732,9.61715963758118,0.2,4.4
1.11123717678022,9.07465055502221,12,4.7
1.20025345791603,8.6849655569612,0,10.6
0.440968448434619,10.1656109685799,0.2,10.2
0.213792182374517,8.86436814289399,0.2,7
0.640990075234439,8.56023049271332,0.2,11.8
0.420672980221378,9.15189293588086,0.2,8
0.246637270281396,9.63821061864324,0,2.6
0.840683470116304,8.38576788203262,6.6,6.4
0.985366860825091,8.80013410632677,0,6.8
0.452595248917131,8.50069376959111,0,6.6
0.633646487208029,9.47842735598159,0,2.5
0.441435781683894,9.16060977518478,3.6,4.4
0.202303553342888,8.89463653007749,19.2,3.9
0.497264942082108,10.5356886041847,6.4,1.5
0.682826730137646,9.05513526677497,1.8,9.3
0.60113858942573,9.47396957181919,0,11.4
0.970123091318649,9.43000390264294,0.2,7.7
1.4437508304442,9.68427198853577,2,5.4
1.76450843151638,9.5003832333848,0,2
1.13163851487758,8.66696085195697,2,8.2
0.58890698747547,9.2181118392041,0,8.4
0.992415704027395,8.98932313294941,0,6.9
0.272447988803871,8.87419238973059,0,7.9
0.317350440856491,9.33734720576338,0,15.7
0.148187500558138,9.44436465468055,0,9.6
0.667415040112147,9.6982646430409,0,4
0.854654938208792,9.81063237954204,1.8,7.7
1.22357008209182,9.32815114347489,1.6,14.5
2.03265167204187,9.49860715205124,3,8.3
0.818985353849749,8.98945022276793,7,4.3
0.644357455788866,8.87237617393517,1,8.8
1.3818067192399,8.88180687223228,0.2,7.6
0.821437209740482,9.33168388035905,5,5.5
0.530850774551178,9.76135993843734,0,5
0.543138695480326,9.19515494805439,0,9
0.704096874064059,9.4936738206371,0,5.9
0.51518099214111,9.92934124877717,3.8,7
0.472578222621979,10.2491269351351,1,9
1.66934195509492,9.23877608751408,1.8,3.8
0.658448344450032,9.64754998202082,8.4,7.3
1.62797097395496,9.38735792600849,1.2,5.1
0.336784944935879,9.984655825628,0.2,10.8
0.672791624862962,10.8327137007991,0,12.6
0.0396474973506132,10.2196779433014,0.2,9.2
1.19437045056141,8.73860545307321,0,9.4
1.61824137266383,7.92839188594595,0,11.5
2.53546054317606,8.4688857636683,0,7.9
0.964805381683367,9.82593985672704,0.2,6.5
0.195309402807319,8.98396012498126,6.4,8.9
0.447236711681303,10.1619647038848,0,8.2
0.341951488900889,10.6669599829225,1,8.9
1.24143271010694,10.7088213386025,0.2,9.7
0.400049642616864,9.57313672241803,0,11.9
1.17645479403796,9.68284504480348,0,8.6
1.0594102853352,9.36319779448342,0.2,3.7
1.18759194847537,9.83929045654155,0,16.6
0.278741071354125,10.7753900459578,0.2,1.4
0.505707992578344,11.2653411443067,10.8,9
0.730165151645171,11.5435324276557,0.8,5.6
0.567426566666108,10.5358214501555,1.4,10.2
0.818928358551836,11.2686343713182,1.6,7.1
0.502512871837331,10.9332520016399,0,10
0.532753275489998,10.4706436118843,0,8.5
0.367772174012899,11.0977145400846,0.2,10
1.48933089802813,10.759389795313,0,10.2
0.865772252513808,10.265029069838,0,9.2
0.573926480768459,10.025454417512,0,11.2
0.775719827267673,10.705849319971,0,4.3
0.607394686117869,11.0365645414865,0.8,9
0.653750247990802,11.36477312745,0.2,4.6
0.860424881228168,11.5993577058166,1.4,4.5
0.516191298480872,10.5738712325182,0.2,7.8
1.50781532782936,10.4963596721683,0,9.3
1.41795745094931,9.6113679172561,0,8.1
1.46428350457517,10.6643028723865,0,14.4
