"V1","V2","V3","V4"
1.7560890199037,12.2922069543143,0,9.2
1.32422775698483,11.0089918999226,0,10.2
0.309920343455531,11.9271319803552,0,9.2
0.182331501097335,12.7693667953043,0,9.1
-0.167176824950687,12.4553708892409,0,10.2
-0.263578169676122,12.1835287163003,0,6.4
-0.0237979847455397,15.2237369259563,0,5.7
-0.00470456596803415,14.6340404059017,0,6.8
0.278518780147293,13.1749386537082,0,5.7
0.801766435855151,13.1025615315451,0,14
0.505583654312055,11.5661224847933,0,22.6
1.00885016210797,10.2649410745799,0.4,10.6
0.758025952988749,11.8780699054995,0,29.2
0.668133360710781,12.4373657951728,2,2
-0.27679946749235,11.0312606412084,1.2,6
-0.167149215200434,12.387038058656,0.6,14.7
0.958500945798334,14.4872345193504,0,18.9
0.895710726732934,11.9606807665312,0,19.2
2.51369184834651,12.9455033387312,0,15.8
0.644393052794449,11.8822335947608,1.4,8.7
-0.186744662375726,13.6662221865945,0.6,6.8
1.25138941705261,12.6906962719542,0,5.8
1.54799793774515,12.3391925293092,3.6,5.9
0.450870998906313,12.5352362740214,0,7.1
1.42913695765004,10.1964261172358,0.2,5.6
1.12814690733744,12.5211184651922,0,11.9
1.41285742575398,12.9960092007014,0,11.1
0.0444642553432562,12.7130134977147,14.4,6.2
-0.168150053860266,13.7116903445939,13,4.6
0.579938901939291,12.6997699335674,1,10.7
1.18225978626671,12.8739495985451,28,6.6
3.71137184283117,12.0537392864773,0,13.1
0.45577594122686,12.7980933343064,0,14.6
0.0118138333917527,11.7384608931402,0.6,4.8
1.12871055160345,9.71293880464433,0.8,4.8
4.90393023233116,12.003375574179,0,11
1.44277051844458,14.0561815096668,0,17.1
0.444821068795631,11.1428010520719,0,11.1
0.431983657821828,11.3672064542106,0,7
1.32802633959295,13.0057787970653,0,6.9
0.651543501386999,12.2087699704653,0,7.5
0.604268988068718,11.2488859782792,0,6.1
0.663270250929889,13.0074731892478,0,8.4
0.48071072677515,11.0737574605573,0,15.4
1.186587293818,12.5550943717885,0,12.8
-0.118241775960454,12.9359934713409,0,16.3
0.451330453216891,13.0285617959172,0.4,5.5
-0.138031965600833,12.6712346579904,0.2,10.1
0.981160192107845,11.9414451141486,1.2,7.1
0.2944244823622,10.8018353288545,0.2,7.8
0.340905410772103,11.1796129981011,0,8
-0.0236630201364588,12.1236319640649,0,14.3
1.15688603507852,11.1043890924341,0,16.6
2.17928080394106,10.8080446131487,0.2,23.9
0.825407376108027,11.6469247595367,0,4.5
-0.189877238183778,12.7606982694252,0.8,11.8
1.02683654432794,11.5062681644006,0.2,10.2
1.38198016839045,10.3297732375774,0,6.1
-0.0596707533897777,11.1539703721012,0,6.8
0.676762841078737,12.1935454257279,0,7.1
-0.15725967352704,13.992479131813,0,19.8
1.3382701685267,10.2328645593718,0,16.8
1.31856353750989,11.9451371278658,0,6.8
0.203309409413504,11.3585141988723,0,17.5
1.09482440626282,11.8573071756617,0,3.4
1.11016512145541,12.5278090215167,0,8.6
0.0749862504013395,13.06890625883,0,6.5
-0.0139579031931493,11.7351087075766,0.2,21.8
0.675513629956507,10.8062929746249,0,6.7
0.185934893731512,12.3839130456765,2.8,2
0.623966585150379,11.6731847377198,6,8.4
-0.0591278992034211,12.5276227072243,0.2,1.9
0.930058628709154,12.9860837359099,0,5.8
0.570138587402104,11.7612612112643,0.2,5
0.334267247742539,11.9932499042139,0.2,8.9
0.713627094224604,11.6886210380091,0,16.5
0.612299102512627,11.721608103007,0,16.8
0.360902276144817,12.4270780537752,10.6,5.9
3.24257730220291,14.136281042628,3,7.4
-0.221504105212172,12.2708440557979,1.6,11.2
1.35848719591702,11.8128688003421,0,9.2
0.275031224262829,11.2570206498172,0,15.3
1.26586722872535,11.0047490395318,0,18.4
0.428929185792534,9.77887158703243,0,4.4
1.60089472255437,10.9826344179764,0,5.3
0.4574853439497,10.0431901922552,0,9
0.859147945312044,10.8195126247343,0.2,5.9
0.00502788929852738,11.9147647348259,0,5.2
-0.194810796652633,12.6189554520232,0,3.2
1.01367215978242,12.2720309137053,0,4.4
0.12125258212849,10.110777872868,0,14.3
1.19086021443067,9.59151414970172,0,15.4
0.772634423794364,12.2351932393304,0,4.7
-0.195086512093519,11.8991506944547,0,12.5
-0.0790165719714707,11.9488300401081,0,14.7
1.26668682411391,13.3241052090039,0,19.4
0.0238799513600669,11.946803967665,9.2,2.9
1.03616909655297,10.8357417267948,2.6,12.5
1.97881929799215,10.5626207406828,0,9.5
1.37455614568815,9.88021850016831,0,13.5
1.57435172595315,10.608575988909,0,10.1
2.38810079548795,10.7820846251361,0,6.4
0.767670172501183,12.071238520045,0,6.9
0.3020514018426,10.5309601626117,0.6,5.2
1.26525314568487,11.6894855882762,0,11.9
0.288409327983652,11.0011514852114,0,19.1
-0.266448220799936,11.1999878805677,0,8
0.288628370190345,12.2178361341386,0.6,5.8
1.52802327232301,11.8692384463623,0.2,18.1
1.2514110809558,11.5253674519607,0,17.3
2.34136433402767,11.0535815359908,0,18.1
1.22493503654426,10.4909284619106,0,6.1
0.748020537172221,10.905940124422,8.6,3.2
0.598655176833504,11.5754806211059,0,6.9
1.11818367829883,11.6737081268235,0,9.6
1.9548054455038,11.1600941313641,0,18
0.56881804657105,10.58267817236,0,16.7
0.192840489245691,10.0305935713228,0,10.4
0.591891264830047,9.66394273258351,0,3.8
1.11462079661697,10.9450751794929,0.2,4.1
1.20025815943624,10.8151521898377,9.2,9.2
1.32171725615867,10.3224969844194,14.8,2.5
0.838566492982851,9.71437451506505,0,10
1.14099907502001,9.76271479879085,0,8.3
0.123551921644629,10.0977994008832,2.2,10.8
0.302467494107366,10.7073680150223,0,10.5
0.8236906391947,9.80613379026766,0,11.4
